Customer_Id,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_Of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_On_Product_Research(Hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_With_Ads,Device_Used_For_Shopping,Payment_Method,Time_Of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_To_Decision,Purchase_Day,Is_Weekend
03-827-4021,39,male,high,divorced,bachelor's,middle,moate,groceries,129.82,12,mixed,1,2.0,0.0,high,not sensitive,2,1,high,tablet,cash,2024-06-03,False,False,impulsive,standard,8,Monday,False
68-507-4747,41,female,high,widowed,high school,high,kubangwaru,clothing,278.78,3,mixed,5,2.0,0.0,medium,not sensitive,0,1,low,desktop,credit card,2024-06-14,True,False,wants-based,standard,2,Friday,False
73-942-8440,37,male,middle,married,bachelor's,high,марино,gardening & outdoors,112.55,5,in-store,1,4.0,2.0,unknown,very sensitive,2,1,low,desktop,credit card,2024-10-22,True,False,planned,standard,2,Tuesday,False
21-821-6398,50,female,middle,divorced,bachelor's,high,xinquan,toys & games,142.02,7,in-store,1,5.0,0.0,low,very sensitive,1,9,medium,desktop,cash,2024-07-09,True,False,impulsive,standard,3,Tuesday,False
64-641-7874,33,female,high,widowed,high school,high,providence,packages),481.84,10,in-store,1,4.0,2.0,high,somewhat sensitive,1,1,medium,tablet,cash,2024-08-14,False,False,wants-based,express,9,Wednesday,False
53-459-7870,50,agender,high,divorced,master's,middle,autun,packages),165.01,10,mixed,1,2.0,1.0,medium,somewhat sensitive,1,5,medium,desktop,paypal,2024-04-17,True,False,impulsive,no preference,10,Wednesday,False
36-240-3240,25,male,middle,divorced,high school,middle,shilin,baby products,56.85,5,online,2,1.0,2.0,unknown,very sensitive,0,1,high,smartphone,cash,2024-11-16,True,False,wants-based,standard,14,Saturday,True
54-936-4361,34,agender,high,single,bachelor's,high,paris 17,hotels,182.89,2,mixed,5,3.0,1.0,low,not sensitive,1,9,low,smartphone,paypal,2024-08-12,False,False,wants-based,express,5,Monday,False
67-209-0990,39,male,high,widowed,high school,high,stoczek łukowski,books,373.01,5,in-store,5,5.0,1.0,low,somewhat sensitive,1,4,medium,smartphone,paypal,2024-07-27,False,True,impulsive,express,8,Saturday,True
19-667-0201,41,male,middle,single,master's,middle,ormstown,home appliances,220.77,7,online,4,2.0,2.0,low,not sensitive,2,1,unknown,smartphone,debit card,2024-04-15,True,True,need-based,standard,11,Monday,False
36-274-5269,27,male,middle,married,master's,high,ponte,hotels,291.09,11,online,2,2.0,2.0,unknown,somewhat sensitive,0,9,high,smartphone,paypal,2024-10-06,True,False,need-based,no preference,1,Sunday,True
09-948-3150,23,agender,high,married,bachelor's,middle,boshkengash,software & apps,414.06,9,mixed,1,4.0,2.0,medium,somewhat sensitive,2,4,high,desktop,paypal,2024-11-26,True,False,planned,express,2,Tuesday,False
19-873-9468,37,male,middle,widowed,bachelor's,middle,đa teh,animal feed,408.51,9,online,2,1.0,2.0,high,very sensitive,0,7,medium,smartphone,credit card,2024-05-26,True,False,wants-based,express,1,Sunday,True
37-748-4988,21,male,middle,married,high school,high,rada‘,furniture,103.4,9,in-store,4,1.0,2.0,high,not sensitive,1,9,medium,smartphone,debit card,2024-11-04,True,False,planned,standard,9,Monday,False
08-755-1170,47,male,middle,single,high school,high,sinarwangi,furniture,67.92,3,in-store,1,3.0,0.0,low,not sensitive,1,8,low,tablet,cash,2024-10-18,False,True,impulsive,express,10,Friday,False
07-402-7433,42,agender,middle,single,high school,middle,dagup,health supplements,354.16,8,in-store,1,1.0,1.0,low,not sensitive,2,3,low,desktop,credit card,2024-06-13,True,False,planned,express,5,Thursday,False
60-073-3575,30,male,middle,widowed,bachelor's,middle,ełk,books,276.77,2,mixed,1,1.0,2.0,low,very sensitive,1,2,high,smartphone,cash,2024-03-03,True,True,wants-based,no preference,4,Sunday,True
97-237-3483,49,male,middle,single,high school,middle,moju,health care,190.25,6,mixed,4,2.0,2.0,unknown,very sensitive,2,9,unknown,tablet,paypal,2024-06-03,False,False,planned,express,13,Monday,False
93-675-1619,28,female,middle,married,master's,middle,vilia,animal feed,203.49,7,in-store,4,1.0,2.0,medium,not sensitive,1,8,high,tablet,cash,2024-08-10,False,True,need-based,express,11,Saturday,True
43-884-2577,24,male,middle,single,high school,high,prince rupert,health supplements,263.5,6,mixed,3,2.0,2.0,unknown,not sensitive,0,8,low,tablet,debit card,2024-11-18,False,False,planned,standard,1,Monday,False
33-200-7615,40,female,high,divorced,bachelor's,middle,jiangmen,arts & crafts,247.3,2,in-store,4,4.0,2.0,low,very sensitive,0,1,medium,desktop,credit card,2024-02-08,True,True,wants-based,no preference,11,Thursday,False
63-631-8261,18,male,high,married,bachelor's,middle,alung,toys & games,50.71,12,online,4,3.0,0.3,unknown,not sensitive,0,9,medium,smartphone,debit card,2024-03-17,True,True,wants-based,no preference,8,Sunday,True
34-016-7909,42,male,high,married,high school,middle,osorno,office supplies,131.85,4,mixed,5,4.0,2.0,low,somewhat sensitive,1,5,medium,smartphone,debit card,2024-01-04,True,False,need-based,no preference,6,Thursday,False
82-304-6495,19,male,high,married,master's,high,labo,beauty & personal care,459.39,6,mixed,2,2.0,0.3,low,very sensitive,2,4,high,tablet,credit card,2024-09-29,False,False,planned,no preference,14,Sunday,True
70-207-6999,36,female,high,divorced,high school,middle,dakingari,office supplies,383.33,6,online,3,4.0,2.0,medium,very sensitive,1,3,unknown,smartphone,credit card,2024-08-05,False,False,planned,standard,12,Monday,False
71-780-8195,26,female,high,widowed,bachelor's,high,selasari,toys & games,212.08,8,in-store,5,5.0,2.0,low,very sensitive,1,9,unknown,tablet,credit card,2024-05-07,False,False,need-based,standard,13,Tuesday,False
93-356-8589,35,female,high,married,master's,high,besko,arts & crafts,370.73,7,online,3,2.0,1.0,high,not sensitive,0,9,high,smartphone,debit card,2024-08-18,False,True,need-based,no preference,7,Sunday,True
92-142-9480,39,male,high,divorced,master's,middle,aubergenville,clothing,319.66,7,mixed,4,2.0,1.0,high,not sensitive,1,10,unknown,desktop,debit card,2024-02-18,False,False,wants-based,express,3,Sunday,True
53-042-5685,44,female,middle,widowed,bachelor's,high,sula,jewelry & accessories,373.05,3,in-store,3,4.0,0.3,low,not sensitive,1,10,medium,tablet,cash,2024-03-14,False,True,planned,standard,7,Thursday,False
35-853-2222,19,female,high,married,bachelor's,high,valongo,sports & outdoors,393.78,6,online,3,4.0,1.0,medium,very sensitive,0,5,low,tablet,other,2024-03-25,True,False,need-based,no preference,14,Monday,False
83-670-9273,27,female,high,widowed,master's,high,al khankah,clothing,245.04,4,online,3,2.0,0.0,high,not sensitive,2,6,high,tablet,other,2024-12-03,True,True,need-based,standard,10,Tuesday,False
37-783-6086,26,female,high,divorced,master's,middle,mertola,beauty & personal care,111.27,3,online,1,3.0,1.0,high,very sensitive,2,10,unknown,smartphone,paypal,2024-05-13,False,False,impulsive,no preference,12,Monday,False
79-902-8144,26,female,high,single,bachelor's,middle,rates,baby products,93.29,11,online,2,2.0,0.0,high,very sensitive,0,7,low,tablet,other,2024-07-25,True,False,impulsive,no preference,9,Thursday,False
41-009-7879,27,female,high,married,high school,middle,anyang,hotels,156.5,5,mixed,1,1.0,1.0,high,very sensitive,0,3,high,desktop,other,2024-01-10,True,False,wants-based,standard,14,Wednesday,False
89-302-8461,37,male,middle,single,master's,middle,nymburk,packages),290.11,8,mixed,4,4.0,1.0,medium,very sensitive,1,4,medium,smartphone,paypal,2024-10-30,False,False,impulsive,no preference,14,Wednesday,False
23-066-1915,23,female,middle,single,bachelor's,middle,jiangcun,software & apps,355.28,3,mixed,5,5.0,0.0,low,very sensitive,1,4,low,smartphone,credit card,2024-09-17,True,True,planned,no preference,5,Tuesday,False
39-090-0124,31,bigender,middle,single,bachelor's,high,tafo,gardening & outdoors,73.74,7,online,4,2.0,0.3,high,not sensitive,1,3,medium,smartphone,other,2024-08-17,False,False,wants-based,standard,13,Saturday,True
41-854-0707,21,female,middle,widowed,master's,middle,cibaregbeg,sports & outdoors,170.35,10,in-store,2,1.0,1.0,medium,very sensitive,1,10,low,desktop,cash,2024-06-03,True,True,need-based,standard,1,Monday,False
04-352-1558,36,female,high,single,master's,middle,wang yang,home appliances,123.7,6,online,2,5.0,0.0,high,very sensitive,1,5,unknown,smartphone,other,2024-07-28,False,False,impulsive,express,2,Sunday,True
93-867-8303,21,female,middle,single,master's,high,liangnong,gardening & outdoors,201.6,9,in-store,1,4.0,2.0,medium,very sensitive,1,4,high,smartphone,paypal,2024-10-24,False,False,impulsive,express,14,Thursday,False
31-088-6950,27,female,middle,single,master's,high,hengshi,furniture,116.14,11,mixed,1,4.0,1.0,high,somewhat sensitive,0,8,medium,desktop,credit card,2024-04-01,False,True,wants-based,express,14,Monday,False
43-616-8365,29,female,middle,single,master's,high,kandangan,jewelry & accessories,483.38,9,online,2,1.0,0.0,high,somewhat sensitive,2,3,high,desktop,other,2024-06-09,False,True,need-based,standard,8,Sunday,True
71-876-9118,24,male,middle,single,high school,middle,naranjal,health supplements,418.62,9,in-store,1,2.0,0.0,low,not sensitive,0,9,unknown,smartphone,other,2024-11-14,True,False,need-based,standard,11,Thursday,False
18-263-0366,33,female,middle,divorced,bachelor's,middle,abiko,books,139.83,12,online,2,4.0,2.0,unknown,not sensitive,0,1,unknown,tablet,cash,2024-10-08,False,False,impulsive,express,10,Tuesday,False
25-502-1415,38,female,high,married,master's,middle,longhuashan,arts & crafts,54.17,4,mixed,4,5.0,0.0,medium,somewhat sensitive,2,2,medium,desktop,credit card,2024-01-11,False,True,planned,no preference,7,Thursday,False
50-000-9588,47,male,high,divorced,master's,high,zhovkva,jewelry & accessories,437.59,10,in-store,1,4.0,0.0,unknown,very sensitive,0,4,high,tablet,credit card,2024-02-26,True,True,impulsive,express,9,Monday,False
32-338-5967,32,male,middle,widowed,bachelor's,high,lebak,hotels,113.57,5,online,4,4.0,2.0,medium,very sensitive,1,1,high,tablet,cash,2024-11-01,False,True,wants-based,standard,8,Friday,False
19-311-9149,21,bigender,high,single,high school,high,gereshk,packages),305.54,6,in-store,3,5.0,0.0,medium,somewhat sensitive,0,5,medium,smartphone,other,2024-03-28,True,False,wants-based,no preference,7,Thursday,False
94-212-7169,23,female,high,divorced,high school,high,yonghe,food & beverages,339.12,2,in-store,4,4.0,0.0,medium,not sensitive,0,5,low,smartphone,paypal,2024-01-08,False,False,impulsive,no preference,1,Monday,False
17-246-6194,45,non-binary,middle,divorced,bachelor's,high,dabai,jewelry & accessories,323.4,11,mixed,2,3.0,2.0,low,very sensitive,0,8,unknown,smartphone,credit card,2024-02-28,True,True,need-based,standard,10,Wednesday,False
26-672-1285,24,genderfluid,middle,married,high school,middle,moutnice,clothing,472.61,9,in-store,5,5.0,2.0,unknown,very sensitive,1,4,unknown,smartphone,paypal,2024-09-15,True,True,impulsive,express,5,Sunday,True
00-265-0556,20,female,middle,widowed,high school,middle,qiryat yam,furniture,68.02,10,online,3,2.0,1.0,unknown,very sensitive,1,6,unknown,tablet,credit card,2024-11-01,True,True,need-based,express,6,Friday,False
76-397-3294,27,male,high,single,master's,middle,pirane,toys & games,199.44,7,online,2,1.0,2.0,unknown,very sensitive,0,3,unknown,tablet,cash,2024-07-14,False,True,need-based,standard,1,Sunday,True
43-612-8079,47,male,high,divorced,high school,middle,colima,sports & outdoors,250.73,4,online,3,2.0,1.0,low,somewhat sensitive,1,10,unknown,desktop,cash,2024-04-24,False,True,planned,no preference,10,Wednesday,False
17-213-2834,34,male,middle,single,high school,middle,marshintsy,clothing,372.49,12,online,4,3.0,0.0,high,very sensitive,0,5,medium,desktop,debit card,2024-08-22,True,False,planned,no preference,7,Thursday,False
36-214-1586,41,male,high,widowed,high school,high,halinow,books,186.85,2,online,3,1.0,2.0,high,not sensitive,2,8,low,smartphone,other,2024-02-20,True,False,impulsive,express,12,Tuesday,False
32-414-1466,26,male,high,widowed,master's,middle,hallsberg,sports & outdoors,73.32,10,in-store,5,1.0,1.0,unknown,not sensitive,1,1,medium,smartphone,debit card,2024-01-27,True,False,wants-based,standard,14,Saturday,True
12-699-6543,49,male,middle,widowed,bachelor's,middle,celso ramos,clothing,214.59,6,online,1,1.0,0.0,unknown,somewhat sensitive,1,8,low,tablet,other,2024-02-09,True,False,wants-based,standard,9,Friday,False
83-427-3218,47,female,middle,widowed,high school,middle,white river,furniture,467.32,12,in-store,4,4.0,2.0,medium,somewhat sensitive,2,4,low,smartphone,paypal,2024-01-28,False,True,need-based,no preference,11,Sunday,True
61-663-9008,18,male,middle,married,master's,middle,taishihe,travel & leisure (flights,475.65,4,in-store,4,5.0,0.0,high,somewhat sensitive,2,6,low,smartphone,paypal,2024-06-23,True,True,wants-based,express,14,Sunday,True
86-917-7481,48,female,middle,widowed,master's,high,shanghu,animal feed,161.38,11,mixed,5,3.0,0.0,unknown,very sensitive,1,10,high,tablet,debit card,2024-08-20,True,True,impulsive,standard,10,Tuesday,False
66-086-2306,19,male,middle,single,bachelor's,middle,brandsen,baby products,249.78,4,in-store,5,4.0,0.0,low,very sensitive,0,1,unknown,desktop,paypal,2024-11-24,False,False,wants-based,no preference,11,Sunday,True
43-671-9834,39,female,middle,divorced,high school,high,ranot,clothing,149.88,9,mixed,3,2.0,0.0,low,somewhat sensitive,1,10,low,smartphone,debit card,2024-04-19,False,False,impulsive,standard,4,Friday,False
90-888-8726,48,female,high,divorced,master's,middle,saint-jouan-des-guerets,jewelry & accessories,347.09,5,in-store,5,2.0,0.0,medium,somewhat sensitive,2,1,unknown,smartphone,other,2024-01-26,False,False,planned,no preference,7,Friday,False
23-085-0811,43,female,high,widowed,master's,high,da’an,health care,345.49,9,mixed,3,1.0,2.0,high,not sensitive,0,10,medium,tablet,paypal,2024-09-06,True,False,impulsive,express,3,Friday,False
85-192-9218,31,female,high,divorced,bachelor's,high,kisovec,health care,297.24,2,mixed,1,4.0,0.0,medium,not sensitive,0,9,high,desktop,paypal,2024-06-29,True,True,planned,express,7,Saturday,True
82-671-7236,28,female,middle,divorced,bachelor's,high,abdanan,home appliances,494.34,12,online,5,3.0,0.25,high,very sensitive,1,8,low,desktop,debit card,2024-03-03,False,False,wants-based,express,3,Sunday,True
42-674-3987,29,genderqueer,middle,married,master's,high,dafeng,animal feed,443.52,5,in-store,5,3.0,0.0,unknown,somewhat sensitive,0,7,low,tablet,cash,2024-05-10,True,False,need-based,standard,9,Friday,False
41-934-7739,45,genderfluid,middle,divorced,high school,high,campo maior,jewelry & accessories,457.18,7,in-store,4,3.0,2.0,high,very sensitive,2,6,medium,smartphone,other,2024-08-20,True,True,wants-based,express,10,Tuesday,False
48-825-0400,38,male,middle,single,master's,high,savedalen,books,407.88,4,in-store,1,3.0,1.0,unknown,very sensitive,1,10,medium,tablet,cash,2024-11-11,False,False,planned,standard,14,Monday,False
30-133-5120,30,male,middle,widowed,bachelor's,middle,brikcha,books,448.68,8,in-store,4,4.0,2.0,high,somewhat sensitive,1,3,medium,tablet,debit card,2024-05-25,True,False,wants-based,express,8,Saturday,True
29-827-8515,40,female,high,widowed,bachelor's,high,xidianzi,electronics,255.96,7,online,5,1.0,1.0,high,very sensitive,0,10,unknown,tablet,cash,2024-12-23,False,False,need-based,no preference,13,Monday,False
91-724-4633,45,male,middle,married,high school,high,la union,luxury goods,146.07,7,in-store,4,2.0,1.0,low,very sensitive,1,6,unknown,tablet,credit card,2024-07-07,True,True,need-based,standard,1,Sunday,True
10-328-5732,44,female,high,single,high school,middle,kliteh,health supplements,311.9,4,in-store,2,4.0,2.0,low,very sensitive,0,6,high,smartphone,credit card,2024-12-30,False,True,planned,no preference,2,Monday,False
38-912-1128,38,female,middle,widowed,high school,middle,beja,gardening & outdoors,301.6,4,mixed,4,5.0,1.0,low,not sensitive,2,10,high,desktop,credit card,2024-03-11,False,False,impulsive,standard,13,Monday,False
07-751-9620,23,polygender,middle,widowed,bachelor's,high,ferreira do alentejo,software & apps,297.45,3,mixed,1,5.0,0.0,medium,very sensitive,0,7,low,tablet,debit card,2024-07-07,False,False,planned,no preference,4,Sunday,True
81-877-9170,30,genderqueer,high,widowed,bachelor's,high,gegernoong,sports & outdoors,157.26,3,online,1,3.0,1.0,medium,not sensitive,1,1,unknown,desktop,cash,2024-07-24,False,False,need-based,standard,8,Wednesday,False
19-885-2597,42,male,high,widowed,master's,middle,la montanita,health supplements,239.46,3,mixed,3,1.0,0.0,low,not sensitive,2,8,high,desktop,other,2024-08-04,True,True,planned,standard,7,Sunday,True
82-389-2029,28,female,high,widowed,high school,high,sarishabari,gardening & outdoors,240.82,10,mixed,1,3.0,2.0,high,somewhat sensitive,0,3,medium,tablet,paypal,2024-01-02,True,False,planned,no preference,8,Tuesday,False
97-463-0048,44,female,middle,single,master's,high,mangge,sports & outdoors,302.07,6,mixed,1,5.0,1.0,medium,not sensitive,2,5,medium,desktop,other,2024-04-09,True,False,planned,express,13,Tuesday,False
91-572-6135,45,male,middle,widowed,bachelor's,middle,chabarovice,software & apps,367.99,2,online,2,5.0,1.0,unknown,not sensitive,2,2,high,smartphone,debit card,2024-10-15,False,False,planned,express,8,Tuesday,False
10-232-0685,46,female,high,married,master's,middle,yangping,groceries,359.75,7,in-store,5,1.0,1.0,high,not sensitive,1,6,low,tablet,other,2024-01-23,False,False,wants-based,standard,3,Tuesday,False
77-761-7475,28,female,middle,divorced,bachelor's,high,berezna,packages),204.44,2,mixed,5,3.0,2.0,unknown,somewhat sensitive,1,3,high,desktop,debit card,2024-12-01,False,True,impulsive,standard,13,Sunday,True
78-826-3039,27,male,high,single,master's,high,vidual,gardening & outdoors,228.93,7,online,1,1.0,2.0,low,not sensitive,2,2,medium,desktop,paypal,2024-02-19,True,True,impulsive,express,11,Monday,False
86-668-1045,20,female,high,single,high school,middle,paris 17,office supplies,355.31,11,online,1,1.0,0.0,high,not sensitive,1,2,medium,desktop,debit card,2024-08-19,False,True,impulsive,express,12,Monday,False
14-603-9698,40,male,high,married,high school,high,hultsfred,animal feed,334.67,12,in-store,2,1.0,2.0,unknown,somewhat sensitive,2,5,unknown,tablet,debit card,2024-11-18,True,False,need-based,standard,13,Monday,False
23-752-2213,36,male,middle,widowed,master's,middle,nikaia,books,182.72,5,online,2,1.0,2.0,high,very sensitive,1,7,unknown,desktop,other,2024-06-04,False,False,impulsive,no preference,13,Tuesday,False
71-486-8561,43,male,high,widowed,high school,middle,macayug,jewelry & accessories,260.22,11,in-store,4,3.0,0.0,unknown,not sensitive,2,5,high,desktop,credit card,2024-11-20,False,True,need-based,express,13,Wednesday,False
76-382-7162,26,female,high,single,high school,middle,mahanoro,food & beverages,454.93,8,online,3,5.0,0.0,low,somewhat sensitive,2,7,medium,desktop,debit card,2024-04-21,False,False,wants-based,no preference,11,Sunday,True
28-947-4295,29,male,middle,widowed,bachelor's,high,mozdok,beauty & personal care,325.42,11,in-store,2,4.0,2.0,low,not sensitive,1,1,high,desktop,other,2024-10-20,True,False,impulsive,express,7,Sunday,True
84-765-0748,34,female,middle,widowed,high school,high,hoolt,jewelry & accessories,351.36,2,in-store,5,3.0,2.0,high,very sensitive,2,6,unknown,desktop,other,2024-02-09,False,True,need-based,standard,7,Friday,False
54-207-8349,40,male,high,single,bachelor's,middle,san luis,baby products,333.63,8,mixed,4,5.0,2.0,unknown,very sensitive,2,2,high,smartphone,other,2024-12-05,False,False,need-based,express,14,Thursday,False
20-419-0341,42,female,high,married,bachelor's,middle,pergan,beauty & personal care,469.9,4,mixed,2,5.0,1.0,low,not sensitive,1,7,unknown,desktop,cash,2024-06-28,False,False,planned,no preference,7,Friday,False
52-005-9914,28,male,high,married,bachelor's,high,kanoni,mobile accessories,207.52,4,in-store,3,4.0,1.0,low,not sensitive,1,8,high,desktop,debit card,2024-08-06,False,False,impulsive,no preference,2,Tuesday,False
34-846-7805,49,male,high,single,bachelor's,high,gromadka,toys & games,125.89,7,in-store,3,3.0,2.0,low,not sensitive,1,6,medium,desktop,debit card,2024-11-22,False,False,wants-based,no preference,13,Friday,False
26-596-5461,46,female,high,single,master's,middle,payapa,electronics,170.77,9,online,5,2.0,1.0,medium,somewhat sensitive,2,1,low,smartphone,credit card,2024-08-04,False,False,impulsive,no preference,4,Sunday,True
20-157-8631,44,female,high,divorced,master's,high,rat burana,electronics,63.91,2,online,1,4.0,2.0,unknown,not sensitive,0,6,medium,smartphone,cash,2024-01-12,False,True,planned,no preference,12,Friday,False
91-199-9097,29,male,high,married,high school,middle,trhove sviny,clothing,340.55,7,in-store,4,5.0,0.0,low,not sensitive,0,7,unknown,desktop,credit card,2024-11-19,False,True,planned,express,1,Tuesday,False
55-846-2579,47,male,middle,divorced,bachelor's,high,kiev,software & apps,378.14,6,mixed,2,2.0,1.0,medium,very sensitive,1,6,high,smartphone,paypal,2024-09-04,False,False,wants-based,standard,7,Wednesday,False
83-455-7266,37,female,middle,married,bachelor's,middle,creteil,toys & games,235.84,9,mixed,5,2.0,0.0,unknown,very sensitive,2,3,unknown,desktop,cash,2024-08-03,False,False,planned,no preference,14,Saturday,True
67-599-9267,47,male,high,widowed,high school,middle,lomintsevskiy,arts & crafts,164.44,5,in-store,5,1.0,2.0,low,somewhat sensitive,1,10,high,smartphone,other,2024-04-08,False,False,impulsive,no preference,5,Monday,False
41-501-9276,24,male,high,married,bachelor's,high,monchegorsk,sports & outdoors,455.81,3,online,2,3.0,1.0,low,somewhat sensitive,1,6,medium,smartphone,debit card,2024-04-21,False,False,wants-based,express,6,Sunday,True
99-509-4653,36,male,high,widowed,master's,high,olavarria,health care,298.32,7,in-store,3,5.0,1.0,low,somewhat sensitive,2,8,unknown,tablet,other,2024-06-17,True,False,wants-based,standard,12,Monday,False
31-284-5722,36,female,high,single,bachelor's,high,jianshan,hotels,351.71,7,in-store,2,2.0,0.0,medium,very sensitive,1,6,medium,tablet,other,2024-03-19,True,False,need-based,standard,8,Tuesday,False
88-000-9227,49,male,middle,divorced,bachelor's,middle,shreveport,toys & games,393.48,11,in-store,2,2.0,0.0,high,very sensitive,1,10,unknown,tablet,other,2024-08-13,True,True,need-based,standard,3,Tuesday,False
52-726-9328,19,genderfluid,high,single,high school,high,pingzhuang,office supplies,241.72,6,mixed,5,2.0,1.0,medium,not sensitive,0,8,high,desktop,debit card,2024-05-29,False,True,planned,express,2,Wednesday,False
60-198-5417,27,female,high,single,bachelor's,high,celso ramos,software & apps,280.2,3,in-store,4,2.0,0.0,medium,somewhat sensitive,2,7,unknown,desktop,other,2024-12-03,False,False,need-based,no preference,13,Tuesday,False
00-107-4749,36,female,middle,single,master's,middle,merlo,health supplements,178.04,5,mixed,1,1.0,2.0,unknown,somewhat sensitive,2,10,high,smartphone,credit card,2024-09-19,True,True,impulsive,express,11,Thursday,False
88-428-8409,37,male,high,married,master's,middle,ziniare,packages),347.99,5,mixed,4,4.0,1.0,low,somewhat sensitive,0,1,high,desktop,paypal,2024-03-22,True,False,planned,standard,6,Friday,False
21-313-7424,45,female,middle,single,master's,high,zdunska wola,office supplies,343.81,3,in-store,3,5.0,0.0,high,somewhat sensitive,0,7,medium,desktop,credit card,2024-02-22,False,True,need-based,standard,3,Thursday,False
79-973-7862,47,female,middle,married,master's,middle,mount ayliff,animal feed,105.29,7,in-store,2,5.0,0.0,low,very sensitive,0,1,high,desktop,cash,2024-12-25,False,True,need-based,express,4,Wednesday,False
81-814-3498,32,male,middle,single,high school,middle,pirgaaj,hotels,483.66,3,online,1,4.0,1.0,medium,not sensitive,2,1,medium,desktop,other,2024-08-27,False,False,impulsive,standard,9,Tuesday,False
34-375-8138,48,male,middle,married,bachelor's,middle,zbraslavice,home appliances,69.41,8,mixed,5,3.0,0.0,high,somewhat sensitive,1,9,high,tablet,cash,2024-01-28,False,False,wants-based,standard,5,Sunday,True
05-067-9686,20,genderfluid,high,single,master's,middle,xilu,toys & games,207.18,11,online,1,3.0,0.0,low,somewhat sensitive,1,5,high,tablet,paypal,2024-11-16,False,False,wants-based,standard,8,Saturday,True
61-951-7929,32,male,middle,divorced,high school,high,bamut,health supplements,454.15,11,in-store,2,1.0,1.0,high,not sensitive,1,8,high,smartphone,cash,2024-12-08,True,True,planned,express,13,Sunday,True
53-667-0793,25,male,high,widowed,high school,high,la tour-du-pin,groceries,113.01,11,in-store,5,2.0,2.0,low,very sensitive,1,1,unknown,tablet,credit card,2024-05-15,False,True,impulsive,express,4,Wednesday,False
61-212-1117,42,male,middle,divorced,bachelor's,middle,pader palwo,packages),419.13,4,mixed,3,5.0,1.0,unknown,not sensitive,0,1,unknown,smartphone,cash,2024-08-03,False,True,wants-based,express,6,Saturday,True
09-443-7536,37,female,high,single,bachelor's,high,maurisu,jewelry & accessories,183.86,5,mixed,1,1.0,2.0,medium,not sensitive,1,4,low,smartphone,debit card,2024-10-07,False,True,wants-based,standard,3,Monday,False
27-463-5671,21,genderfluid,middle,widowed,master's,middle,gorzyce,packages),53.87,10,in-store,4,3.0,0.0,medium,very sensitive,0,10,high,tablet,cash,2024-06-25,True,False,planned,no preference,2,Tuesday,False
53-380-3968,43,female,high,widowed,bachelor's,high,qingyun,food & beverages,427.82,9,in-store,5,5.0,0.0,medium,somewhat sensitive,1,2,medium,desktop,paypal,2024-04-04,True,False,wants-based,no preference,14,Thursday,False
42-969-0735,29,female,high,divorced,bachelor's,middle,jiuxian,packages),282.82,6,in-store,5,3.0,2.0,medium,very sensitive,2,7,unknown,desktop,other,2024-02-29,False,True,wants-based,standard,3,Thursday,False
12-440-5464,28,male,middle,divorced,master's,middle,ndungu,electronics,215.31,7,online,5,5.0,2.0,medium,somewhat sensitive,1,8,medium,smartphone,other,2024-04-09,False,True,impulsive,no preference,7,Tuesday,False
33-467-2534,43,male,middle,widowed,master's,high,emiliano zapata,furniture,183.66,11,online,3,1.0,1.0,low,very sensitive,0,10,medium,tablet,credit card,2024-04-18,True,True,planned,no preference,6,Thursday,False
35-418-0288,48,female,high,divorced,high school,middle,spasskoye,baby products,198.73,10,in-store,1,5.0,2.0,high,very sensitive,1,5,unknown,desktop,other,2024-02-02,True,False,impulsive,standard,4,Friday,False
33-787-2143,26,female,middle,married,high school,high,gierłoz,travel & leisure (flights,265.72,5,mixed,5,4.0,0.0,unknown,very sensitive,0,9,unknown,tablet,debit card,2024-04-22,True,True,planned,express,13,Monday,False
58-528-6262,42,male,middle,married,master's,high,sobue,software & apps,138.35,2,online,4,5.0,2.0,low,not sensitive,0,2,low,smartphone,other,2024-07-14,True,True,wants-based,no preference,8,Sunday,True
31-060-2716,27,male,middle,divorced,bachelor's,middle,high point,groceries,441.87,3,mixed,1,2.0,1.0,high,somewhat sensitive,0,10,medium,smartphone,paypal,2024-09-10,True,False,wants-based,no preference,13,Tuesday,False
81-515-5823,40,female,middle,married,master's,middle,qiankeng,clothing,178.29,4,mixed,4,3.0,2.0,low,very sensitive,2,10,high,desktop,cash,2024-07-29,False,True,planned,no preference,8,Monday,False
90-858-0453,23,male,middle,widowed,high school,high,pandean,sports & outdoors,77.08,10,mixed,2,1.0,0.0,high,not sensitive,0,8,unknown,tablet,paypal,2024-10-15,True,True,impulsive,standard,1,Tuesday,False
28-874-8938,46,male,high,married,high school,high,phong đien,office supplies,266.9,11,mixed,4,2.0,2.0,low,not sensitive,1,8,medium,desktop,paypal,2024-07-01,False,True,wants-based,express,13,Monday,False
89-625-5542,38,female,middle,divorced,bachelor's,high,mirow,electronics,269.84,4,in-store,5,4.0,0.0,low,not sensitive,2,9,low,tablet,credit card,2024-05-04,True,True,wants-based,no preference,2,Saturday,True
